"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ARMK","Aramark","41.07","$10.03B","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/armk",
"ABR","Arbor Realty Trust","8.41","$515.96M","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abr",
"ABR^A","Arbor Realty Trust","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","26.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c",
"ABRN","Arbor Realty Trust","25.4493","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn",
"ARC","ARC Document Solutions, Inc.","4.2","$195M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc",
"ARCX","Arc Logistic Partners LP","15.1","$294.69M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/arcx",
"MT","ArcelorMittal","23.29","$23.8B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"ARH^C","Arch Capital Group Ltd.","25.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arh^c",
"ARCH","Arch Coal, Inc.","68.78","$1.72B","2016","Energy","Coal Mining","http://www.nasdaq.com/symbol/arch",
"ADM","Archer-Daniels-Midland Company","41.46","$23.56B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm",
"AROC","Archrock, Inc.","11.5","$816.26M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aroc",
"ARNC","Arconic Inc.","22.84","$10.07B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arnc",
"ARNC^B","Arconic Inc.","36.099","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arnc^b",
"ARCO","Arcos Dorados Holdings Inc.","7.45","$1.57B","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arco",
"ARD","Ardagh Group S.A.","22.3","$5.22B","2017","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","8.45","$283.71M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.8","$206.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","13.3","$378.82M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","16.45","$378.21M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","18.3","$3.87B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares",
"ARES^A","Ares Management L.P.","26.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","61.65","$956.79M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"ANET","Arista Networks, Inc.","146.89","$10.58B","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","13.68","$326.18M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","25.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ai^b",
"AIC","Arlington Asset Investment Corp","24.1717","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.812","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","13.04","$585.69M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","25.37","$1.05B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arr",
"ARR^A","ARMOUR Residential REIT, Inc.","25.255","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","24.968","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^b",
"AFI","Armstrong Flooring, Inc.","18.28","$505.69M","2016","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","45.55","$2.42B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","79.01","$7.02B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","57.53","$10.33B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","30.95","$2.34B","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","11.44","$220.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","57.65","$1.21B","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg",
"AHP","Ashford Hospitality Prime, Inc.","10.7","$341.75M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ahp",
"AHP^B","Ashford Hospitality Prime, Inc.","20.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahp^b",
"AHT","Ashford Hospitality Trust Inc","6.26","$609.96M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht",
"AHT^A","Ashford Hospitality Trust Inc","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^a",
"AHT^D","Ashford Hospitality Trust Inc","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d",
"AHT^F","Ashford Hospitality Trust Inc","24.9405","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^f",
"AHT^G","Ashford Hospitality Trust Inc","24.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^g",
"ASH","Ashland Global Holdings Inc.","66.28","$4.12B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash",
"APB","Asia Pacific Fund, Inc. (The)","12.86","$133.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apb",
"GRR","Asia Tigers Fund, Inc. (The)","11.8948","$41.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grr",
"ASPN","Aspen Aerogels, Inc.","4.41","$103.67M","2014","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/aspn",
"AHL","Aspen Insurance Holdings Limited","50.4","$3.02B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"AHL^C","Aspen Insurance Holdings Limited","28.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^c",
"AHL^D","Aspen Insurance Holdings Limited","25.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^d",
"ASB","Associated Banc-Corp","25.7","$3.91B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb",
"ASB^C","Associated Banc-Corp","26.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^c",
"ASB^D","Associated Banc-Corp","24.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^d",
"AC","Associated Capital Group, Inc.","34.6","$838.31M","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","105.15","$5.76B","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","42.62","$5.19B","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","26.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","25.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f",
"AF","Astoria Financial Corporation","20.55","$2.09B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/af",
"AF^C","Astoria Financial Corporation","25.7499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/af^c",
"AZN","Astrazeneca PLC","33.88","$85.78B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","23.23","$1.4B","2016","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/home",
"T","AT&T Inc.","38.11","$234.3B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t",
"ATTO","Atento S.A.","11","$813M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","50.02","$10.02B","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/ath",
"ATKR","Atkore International Group Inc.","22.67","$1.44B","2016","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.4","$276.58M","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at",
"ATO","Atmos Energy Corporation","82.95","$8.73B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"ATW","Atwood Oceanics, Inc.","8.54","$687.64M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atw",
"AUO","AU Optronics Corp","4.49","$4.32B","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","45.61","$5.26B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","111.46","$9.84B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","43.02","$4.36B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","571.71","$16.03B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/azo",
"AVB","AvalonBay Communities, Inc.","194.28","$26.77B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","43.81","$13.54B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr",
"ACP","Avenue Income Credit Strategies Fund","13.99","$182.91M","2011","n/a","n/a","http://www.nasdaq.com/symbol/acp",
"AVY","Avery Dennison Corporation","88.87","$7.87B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy",
"AVH","Avianca Holdings S.A.","6.55","$816.28M","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","42.19","$2.72B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AVT","Avnet, Inc.","39.35","$4.92B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt",
"AVP","Avon Products, Inc.","3.75","$1.65B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","16.37","$2.75B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/avx",
"AXTA","Axalta Coating Systems Ltd.","32.13","$7.78B","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","65.79","$5.56B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs",
"AXS^D","Axis Capital Holdings Limited","25.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^d",
"AXS^E","Axis Capital Holdings Limited","24.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^e",
"AXON          ","Axovant Sciences Ltd.","23.14","$2.49B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axon",
"AZUL","Azul S.A.","21.4","$6.63B","2017","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","16.61","$430.46M","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","57.1","$1.49B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","36","$2.39B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs",
"BW","Babcock","11.95","$583.54M","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","19.89","$398.95M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","39.9","$1.16B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bmi",
"BBN","BalckRock Taxable Municipal Bond Trust","23.09","$1.32B","2010","n/a","n/a","http://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","42.47","$14.91B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll",
"BGE^B","Baltimore Gas & Electric Company","26.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bge^b",
"BANC","Banc of California, Inc.","22.1","$1.11B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc",
"BANC^C","Banc of California, Inc.","26.817","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^c",
"BANC^D","Banc of California, Inc.","26.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^d",
"BANC^E","Banc of California, Inc.","26.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^e",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","8.52","$55.95B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","8.54","$51.97B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","8.11","$49.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","77.89","$12.67B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","27.63","$1.08B","1992","Finance","Commercial Banks","http://www.nasdaq.com/symbol/blx",
"BSBR","Banco Santander Brasil SA","7.6","$57.15B","2009","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","25.66","$12.09B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsac",
"SAN","Banco Santander, S.A.","6.79","$99.01B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/san",
"SAN^A","Banco Santander, S.A.","25.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^a",
"SAN^B","Banco Santander, S.A.","24.5443","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^b",
"SAN^C","Banco Santander, S.A.","26.1799","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^c",
"SAN^I","Banco Santander, S.A.","25.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^i",
"CIB","BanColombia S.A.","44.97","$10.81B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cib",
"BXS","BancorpSouth, Inc.","31.15","$2.85B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bxs",
"BAC","Bank of America Corporation","24.68","$245.61B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac",
"BAC.WS.A","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.a",
"BAC.WS.B","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.b",
"BAC^A","Bank of America Corporation","26.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^a",
"BAC^C","Bank of America Corporation","26.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^c",
"BAC^D","Bank of America Corporation","25.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^d",
"BAC^E","Bank of America Corporation","24.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^e",
"BAC^I","Bank of America Corporation","25.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^i",
"BAC^L","Bank of America Corporation","1268","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^l",
"BAC^W","Bank of America Corporation","27.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^w",
"BAC^Y","Bank of America Corporation","27.0299","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^y",
"BML^G","Bank of America Corporation","22.4005","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^g",
"BML^H","Bank of America Corporation","22.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^h",
"BML^I","Bank of America Corporation","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^i",
"BML^J","Bank of America Corporation","24.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","23.6945","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^l",
"BOH","Bank of Hawaii Corporation","84.87","$3.63B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","73.83","$48.18B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","34.82","$1.89B","2016","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","51.83","$53.9B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bk",
"BK^C","Bank Of New York Mellon Corporation (The)","25.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bk^c",
"BNS","Bank of Nova Scotia (The)","60.82","$73.1B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bns",
"RATE","Bankrate, Inc.","13.95","$1.25B","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/rate",
"BKU","BankUnited, Inc.","34.66","$3.7B","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku",
